"","tp","ta","lat","long"
"4776",0,329,1.25,-85.25
"4777",79,178,-6.61,-75.55
"4778",40,92,-18,-69.31
"4779",21,63,-20.1,-68.53
"4780",59,86,-14.44,-75.97
"4781",66,101,-14.51,-75.84
"4782",2,132,5.58,-82.43
"4783",7,311,-1.7,-81.55
"4784",56,238,-15.36,-65.09
"4785",18,162,-14.33,-75.92
"4786",0,284,-14.47,-73.39
"4787",15,355,2.69,-84.34
"4788",70,31,-21.55,-69.85
"4789",26,90,-19.74,-69.25
"4790",11,316,5.42,-82.54
"4791",38,267,-13.82,-75.8
"4792",31,64,-17.64,-69.57
"4793",62,99,-8.67,-79.76
"4794",31,45,-1.76,-77.78
"4795",17,65,-21.33,-68.01
"4796",4,320,5.31,-82.63
"4797",9,347,5.51,-82.56
"4798",28,72,-15.88,-72.41
"4799",18,317,-1.66,-81.51
"4800",66,104,-14.42,-75.6
"4801",2,222,-4.03,-76.15
"4802",67,91,-15.28,-75.29
"4803",73,67,-15.27,-75.27
"4804",13,71,-15.23,-73.17
"4805",15,177,-13.58,-73.8
"4806",67,77,-20.69,-70.36
"4807",18,9,-1.89,-80.75
"4808",65,131,-16.05,-73.4
"4809",9,358,6.01,-82.49
"4810",2,55,-13.91,-72.58
"4811",40,71,-19.57,-68.96
"4812",31,106,-17.18,-69.4
"4813",8,157,1.93,-76.36
"4814",67,85,-14.29,-76.05
"4815",12,85,-21.73,-68.17
"4816",19,320,1.25,-85.25
"4817",72,140,-5.92,-76.07
"4818",1,169,-12.03,-75.69
"4819",23,53,-15.87,-71.88
"4820",38,42,-20.35,-67.8
"4821",6,294,-8.87,-75.07
"4822",9,283,-1.74,-81.58
"4823",26,36,-20.44,-68.89
"4824",5,360,1.75,-84.75
"4825",14,355,1.25,-84.25
"4826",59,277,-21.51,-69.5
"4827",4,137,5.7,-82.62
"4828",2,76,-4.52,-76.1
"4829",60,82,-6.59,-81.07
"4830",8,321,0.86,-85.23
"4831",82,304,-9.49,-79.05
"4832",39,79,-21,-68.67
"4833",70,77,-15.69,-73.33
"4834",17,265,-15.13,-71.35
"4835",6,321,5.96,-82.69
"4836",5,7,-13.79,-72.26
"4837",2,316,4.8,-82.58
"4838",12,87,-8.1,-74.26
"4839",4,271,-5.56,-81.63
"4840",20,100,-21.89,-68.5
"4841",10,318,5.3,-82.62
"4842",30,341,-15.68,-69.36
"4843",70,118,-14.58,-75.29
"4844",38,109,-18.82,-69.3
"4845",19,99,-19.05,-69.03
"4846",35,83,-19.3,-69.25
"4847",5,355,2.37,-84.26
"4848",14,248,-9.87,-74.63
"4849",12,180,-15.85,-72.25
"4850",3,197,-15.66,-71.74
"4851",76,100,-20.2,-70.67
"4852",70,95,-20.23,-70.91
"4853",75,92,-20.21,-70.76
"4854",1,193,-15.82,-72
"4855",37,39,-19.55,-68.86
"4856",0,112,-18.69,-69.05
"4857",65,88,-7.1,-80.52
"4858",76,53,-15.85,-74.56
"4859",1,202,-20.86,-67.16
"4860",46,116,-20.45,-66.69
"4861",8,307,5.05,-78
"4862",5,73,-15.44,-71.72
"4863",68,90,-14.8,-71.68
"4864",8,347,-16.11,-75.29
"4865",40,247,-12.6,-76.2
"4866",9,318,4.96,-82.56
"4867",73,76,-15.2,-75.61
"4868",71,29,-20.26,-70.35
"4869",3,39,-17.86,-73.43
"4870",75,74,-20.15,-70.87
"4871",76,60,-20.14,-70.59
"4872",21,81,-20.23,-68.68
"4873",19,46,-16.68,-71.43
"4874",1,185,-13.85,-71.73
"4875",63,82,-7.18,-80.52
"4876",3,2,1.71,-84.6
"4877",12,353,1.42,-84.49
"4878",73,33,-9.11,-75.83
"4879",75,92,-14.72,-76.01
"4880",54,94,2.76,-78.9
"4881",6,140,1.25,-85.25
"4882",73,92,-20.3,-70.25
"4883",0,275,-8.37,-75.71
"4884",23,98,-21.15,-68.64
"4885",1,321,3.33,-82.91
"4886",71,80,-20.19,-70.95
"4887",17,333,0.92,-79.4
"4888",59,97,-0.41,-80.81
"4889",64,70,0.59,-79.64
"4890",61,69,0.58,-79.64
"4891",20,61,-11.2,-77.74
"4892",76,45,-0.94,-80.43
"4893",41,115,-21.84,-68.6
"4894",62,67,0.72,-79.7
"4895",45,85,-16.42,-73.63
"4896",8,120,-15.75,-74.47
"4897",23,185,-21.17,-69.24
"4898",64,193,-12.51,-76.93
"4899",71,79,-20.65,-70.76
"4900",71,200,-7.26,-75.74
"4901",47,38,-16.58,-72.95
"4902",55,86,1.64,-79.26
"4903",69,81,-19.98,-70.93
"4904",67,79,-19.84,-70.87
"4905",71,56,-19.87,-70.85
"4906",69,70,-19.8,-70.92
"4907",65,85,-19.81,-71
"4908",33,179,-13.93,-75.98
"4909",13,256,-3.99,-76.08
"4910",62,79,-6.63,-81.08
"4911",10,62,-21.78,-68.42
"4912",67,100,-16.02,-74.26
"4913",9,61,0.22,-80.41
"4914",7,241,0.34,-80.47
"4915",5,204,-13.51,-75.04
"4916",71,103,-15.96,-74.1
"4917",31,74,-19.41,-69.03
"4918",1,314,5.2,-82.65
"4919",12,254,-4.27,-76.88
"4920",33,55,-14.83,-70.59
"4921",25,82,-21.9,-68.69
"4922",72,347,-4.07,-80.36
"4923",12,266,-8,-75.86
"4924",4,353,-21.53,-66.79
"4925",1,285,-15.41,-73.39
"4926",62,84,-0.28,-80.49
"4927",54,84,1.66,-79.35
"4928",63,86,-14.09,-76.31
"4929",74,224,-5.57,-80.97
"4930",63,79,-19.98,-70.7
"4931",66,187,-19.96,-70.86
"4932",62,76,-20.02,-70.88
"4933",18,299,-19.99,-70.76
"4934",70,80,-19.94,-70.91
"4935",74,104,-20.02,-70.76
"4936",76,86,-20.19,-70.79
"4937",61,87,-19.93,-70.8
"4938",65,77,-19.76,-70.87
"4939",71,82,-19.72,-70.95
"4940",72,79,-19.69,-71.01
"4941",66,64,-19.69,-70.85
"4942",68,16,-19.88,-70.86
"4943",64,70,-19.82,-70.79
"4944",67,75,-19.82,-70.76
"4945",71,77,-19.79,-70.81
"4946",65,81,-19.83,-70.88
"4947",74,76,-19.79,-70.81
"4948",66,76,-19.59,-70.82
"4949",72,68,-19.61,-70.74
"4950",69,68,-19.79,-70.83
"4951",84,348,-2.25,-79.28
"4952",10,150,-19.51,-69.17
"4953",5,324,3.16,-84.19
"4954",21,71,-20.36,-69.14
"4955",72,32,-18.41,-71.25
"4956",16,360,-3.3,-80.57
"4957",76,96,-9.35,-78.72
"4958",34,92,-18.35,-69.17
"4959",74,92,-20.68,-70.79
"4960",29,46,-1.2,-77.58
"4961",14,87,-7.93,-74.45
"4962",74,76,-18.69,-70.74
"4963",82,170,-16.1,-73.99
"4964",7,98,-1.43,-80.4
"4965",6,314,4.67,-82.62
"4966",71,73,-3.68,-80.92
"4967",46,128,-21.58,-68.46
"4968",19,354,3.31,-79.41
"4969",17,57,-19.86,-69
"4970",19,131,-3.16,-75.76
"4971",9,319,5.36,-82.59
"4972",73,106,-20,-71.14
"4973",69,78,-20.04,-70.98
"4974",8,343,-19.34,-70.95
"4975",75,82,-20.21,-70.78
"4976",68,84,-19.71,-71.06
"4977",11,323,5.04,-82.57
"4978",28,214,-7.6,-79.37
"4979",70,83,-19.99,-70.9
"4980",14,143,1.77,-85.38
"4981",39,207,-21.31,-69.97
"4982",7,227,-21.3,-70
"4983",9,318,5.47,-82.65
"4984",43,299,-14.18,-75.57
"4985",73,17,-15.72,-75.55
"4986",4,265,-7.82,-74.4
"4987",71,91,-20.19,-70.84
"4988",71,71,-20.19,-70.81
"4989",62,78,1.22,-79.57
"4990",71,90,-19.94,-70.91
"4991",29,28,2.18,-84.54
"4992",11,358,2.22,-84.56
"4993",59,70,0.43,-79.79
"4994",60,67,0.5,-79.62
"4995",8,74,-2.8,-78.77
"4996",16,70,-8.45,-75
"4997",28,212,-16.12,-73.44
"4998",37,42,-8.59,-74.35
"4999",70,60,-16.93,-73.47
"5000",49,271,-8.09,-76.66
"5001",73,85,-18.42,-71.12
"5002",25,101,-20.84,-68.7
"5003",1,189,-14.53,-73.41
"5004",24,32,-21.18,-68.68
"5005",74,86,-19.94,-70.98
"5006",69,33,-5.49,-78.44
"5007",18,127,-21.63,-68.72
"5008",10,59,-1.7,-78.1
"5009",9,321,1.12,-85.4
"5010",55,236,-12.69,-76.74
"5011",71,96,-20.07,-71.13
"5012",17,89,-20.56,-68.79
"5013",66,90,-20,-71.07
"5014",44,75,-17.32,-69.43
"5015",22,114,-19.33,-69.3
"5016",7,253,-10.55,-70.9
"5017",16,254,-10.05,-71.02
"5018",18,258,-9.18,-71.26
"5019",12,165,3.89,-71.17
"5020",33,81,-19.36,-69.29
"5021",22,99,-8.6,-74.51
"5022",21,236,-21.05,-68.56
"5023",12,158,-16.67,-67.55
"5024",7,315,4.74,-82.61
"5025",25,74,-19.65,-69.77
"5026",71,85,-20.02,-70.99
"5027",73,120,-20.07,-70.94
"5028",7,318,3.53,-82.79
"5029",6,320,3.6,-82.83
"5030",14,316,5.16,-82.69
"5031",1,82,-15.25,-73.53
"5032",74,65,-14.4,-76.14
"5033",1,7,0.66,-77.89
"5034",28,51,-10.56,-74.08
"5035",7,314,5.99,-82.67
"5036",12,24,-16.15,-73.64
"5037",55,240,-7.61,-76.36
"5038",9,12,-15.72,-72.09
"5039",23,78,-16.27,-72.11
"5040",34,78,-17.75,-69.79
"5041",11,68,-2.52,-78.78
"5042",66,102,-8.55,-80.45
"5043",3,326,2.74,-84.38
"5044",7,83,-9.8,-74.85
"5045",74,77,-7.01,-80.12
"5046",60,189,3.45,-74.5
"5047",37,166,3.4,-74.5
"5048",7,34,-1.7,-77.91
"5049",28,47,-1.64,-77.58
"5050",33,73,-18.57,-69.75
"5051",11,103,-14.34,-73.44
"5052",9,80,-15.16,-73.97
"5053",14,64,-10.76,-74.69
"5054",55,269,-15.01,-74.9
"5055",74,50,-20.69,-70.3
"5056",11,289,3.03,-79.34
"5057",4,4,-13.84,-71.69
"5058",6,153,-19.78,-69.25
"5059",69,104,-20.03,-70.8
"5060",70,89,-20.02,-70.84
"5061",78,78,-19.97,-70.94
"5062",78,108,-19.95,-70.88
"5063",11,20,-20.89,-69.09
"5064",66,73,-3.33,-80.6
"5065",24,157,-21.23,-67.7
"5066",23,61,-20.05,-69
"5067",25,82,-21.8,-68.62
"5068",14,250,-5.57,-76.95
"5069",6,97,-21.54,-68.35
"5070",7,193,-3.26,-80.69
"5071",22,55,-1.6,-77.55
"5072",10,80,-19.26,-70.01
"5073",25,32,-1.49,-77.92
"5074",2,60,-16.29,-71.23
"5075",10,354,2.26,-84.44
"5076",9,319,3.19,-84.21
